CPR301:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR301:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR302:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR302:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR303:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR303:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR304:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR304:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR305:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR305:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR306:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR306:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR307:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR307:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR308:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR308:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR309:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR309:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR310:a:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
CPR310:b:window=4:delay=20:tdc=3700:adc=-1:pedestal=64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32,64,32
