 0  27.25
 1  27.25
 2  27.25
 3  27.25
 4  27.25
 5  27.25
 6  27.25
 7  27.25
 8  27.25
 9  27.25
10  27.25
11  27.25
12  27.25
13  27.25
14  27.25
15  27.25
16  27.25
17  27.25
18  27.25
19  27.25
20  27.25
21  27.25
22  27.25
23  27.25
24  27.25
25  27.25
26  27.25
27  27.25
28  27.25
29  27.25
30  27.25
31  27.25
32  27.25
33  27.25
34  27.25
35  27.25
36  27.25
37  27.25
38  27.25
39  27.25
40  27.25
41  27.25
42  27.25
43  27.25
44  27.25
45  27.25
46  27.25
47  27.25
48  27.25
49  27.25
50  27.25
51  27.25
52  27.25
53  27.25
54  27.25
55  27.25
